record_id,key,entry_type,year,title,author,booktitle,journal,publisher,doi,url,eprint,archiveprefix,note,cited_in_main,citation_count,first_cited_line
INC-153,wang2018decentralized,inproceedings,2018,{Decentralized Caching for Content Delivery Based on Blockchain: A Game Theoretic Perspective},"Wang, Wenbo and Niyato, Dusit and Wang, Ping and Leshem, Amir",2018 IEEE International Conference on Communications (ICC),,IEEE,10.1109/icc.2018.8422547,,,,,yes,4,929
INC-154,conti2021secure,incollection,2022,{Secure Static Content Delivery for {CDN} Using Blockchain Technology},"Conti, Mauro and Vinod, P. and Tricomi, Pier Paolo",Lecture Notes in Computer Science,,Springer International Publishing,10.1007/978-3-030-93944-1\_20,,,,,yes,1,923
INC-155,lopes2022live,article,2022,{Live video streaming service with pay-as-you-use model on Ethereum Blockchain and InterPlanetary file system},"Lopes, Elio Jordan and Kataria, Shaolin and Keshav, Shashank and Ikram, Sumaiya Thaseen and Ghalib, Muhammad Rukunuddin and Shankar, Achyut and Krichen, Moez",,Wireless Netw,,10.1007/s11276-022-03009-6,,,,,yes,1,1010
INC-156,miglani2023blockchain,article,2023,{Blockchain-Based Co-Operative Caching for Secure Content Delivery in CCN-Enabled V2G Networks},A. Miglani and N. Kumar,,IEEE Trans. Veh. Technol,,10.1109/TVT.2022.3227291,,,,,yes,3,374
INC-157,kishigami2015blockchain,inproceedings,2015,{The Blockchain-Based Digital Content Distribution System},"Kishigami, Junichi and Fujimura, Shigeru and Watanabe, Hiroki and Nakadaira, Atsushi and Akutsu, Akihiko",2015 IEEE Fifth International Conference on Big Data and Cloud Computing,,IEEE,10.1109/bdcloud.2015.60,,,,,yes,1,916
INC-158,khalid2023comprehensive,article,2023,{A Comprehensive Survey on Blockchain-Based Decentralized Storage Networks},"Khalid, Muhammad Irfan and Ehsan, Ibtisam and Al-Ani, Ayman Khallel and Iqbal, Jawaid and Hussain, Saddam and Ullah, Syed Sajid and Nayab",,IEEE Access,,10.1109/access.2023.3240237,,,,,yes,3,184
INC-159,Zhang2025EdgeCachingSecurity,article,2025,"A Survey of Edge Caching Security: Framework, Methods, and Challenges",Hang Zhang and Jinsong Wang and Zening Zhao and Zhao Zhao,,Journal of Systems Architecture,,10.1016/j.sysarc.2024.103306,,,,,yes,4,184
INC-160,Clark2005Tussle,article,2005,Tussle in Cyberspace: Defining Tomorrow's Internet,David D. Clark and John Wroclawski and Karen R. Sollins and Robert Braden,,IEEE/ACM Transactions on Networking,,10.1109/TNET.2005.850224,,,,,yes,1,387
INC-161,RFC9000QUIC,techreport,2021,{QUIC}: A {UDP}-Based Multiplexed and Secure Transport,Jana Iyengar and Martin Thomson,,,,,https://www.rfc-editor.org/rfc/rfc9000,,,,yes,1,316
INC-162,RFC9114HTTP3,techreport,2022,{HTTP/3},Mike Bishop,,,,,https://www.rfc-editor.org/rfc/rfc9114,,,,yes,1,316
INC-163,IETFMoqTransport2026,techreport,2026,{Media over QUIC Transport},Suhas Nandakumar and Victor Vasiliev and Ian Swett and Alan Frindell,,,,,https://datatracker.ietf.org/doc/draft-ietf-moq-transport/,,,Work in progress; expires 13 November 2026; accessed 25 June 2026,yes,1,316
INC-164,ETSIMEC003,techreport,2025,{Multi-access Edge Computing (MEC); Framework and Reference Architecture},{ETSI},,,,,https://www.etsi.org/deliver/etsi_gs/MEC/001_099/003/04.01.01_60/gs_mec003v040101p.pdf,,,Version 04.01.01\_60; accessed 25 June 2026,yes,1,822
INC-165,koponen2007dona,inproceedings,2007,A Data-Oriented (and Beyond) Network Architecture,"Koponen, Teemu and Chawla, Mohit and Chun, Byung-Gon and Ermolinskiy, Andrey and Kim, Kye Hyun and Shenker, Scott and Stoica, Ion",Proc. ACM SIGCOMM,,,10.1145/1282380.1282402,,,,,yes,1,117
INC-166,vasilakos2015icnchallenges,article,2015,Information Centric Network: Research Challenges and Opportunities,"Vasilakos, Athanasios V. and Li, Zhe and Simon, Gwendal and You, Wei",,Journal of Network and Computer Applications,,10.1016/j.jnca.2015.02.001,,,,,yes,1,372
INC-167,kutscher2016rfc7927,misc,2016,Information-Centric Networking (ICN) Research Challenges,"Kutscher, Dirk and Eum, Suyong and Pentikousis, Kostas and Psaras, Ioannis and Corujo, Daniel and Saucez, Damien and Schmidt, Thomas C. and W{\""a}hlisch, Matthias",,,,10.17487/RFC7927,,,,,yes,1,372
INC-168,bari2012namingrouting,article,2012,A Survey of Naming and Routing in Information-Centric Networks,"Bari, Md. Faizul and Chowdhury, Shihabur Rahman and Ahmed, Reaz and Boutaba, Raouf and Mathieu, Bertrand",,IEEE Communications Magazine,,10.1109/MCOM.2012.6384450,,,,,yes,2,205
INC-169,yi2012adaptiveforwarding,article,2012,Adaptive Forwarding in Named Data Networking,"Yi, Cheng and Afanasyev, Alexander and Wang, Lan and Zhang, Beichuan and Zhang, Lixia",,ACM SIGCOMM Computer Communication Review,,10.1145/2317307.2317319,,,,,yes,1,374
INC-170,yi2013statefulforwarding,article,2013,A Case for Stateful Forwarding Plane,"Yi, Cheng and Afanasyev, Alexander and Moiseenko, Ilya and Wang, Lan and Zhang, Beichuan and Zhang, Lixia",,Computer Communications,,10.1016/j.comcom.2013.01.005,,,,,yes,1,374
